ID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
2204,5.1163E+13,Kerr's Creek Fire and Rescue,2880 West Midland Trl,Lexington,VA,24450,540-463-7515,https://www.co.rockbridge.va.us/398/Fire-and-EMS-Agencies,-79.49205198,37.85208927,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51163,Rockbridge County
2205,5.1163E+13,Natural Bridge Fire Department,5705 S Lee Hwy,Natural Bridge,VA,24578,540-291-1866,https://www.co.rockbridge.va.us/398/Fire-and-EMS-Agencies,-79.5302682,37.6457822,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51163,Rockbridge County
2206,5.1163E+13,Raphine Fire Department,2130 Raphine Rd,Raphine,VA,24472,540-377-2888,https://www.co.rockbridge.va.us/398/Fire-and-EMS-Agencies,-79.23327298,37.93759245,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51163,Rockbridge County
2207,5.1163E+13,Rockbridge Baths Fire Department,5024 Maury River Rd,Rockbridge Baths,VA,24473,540-348-5055,https://www.co.rockbridge.va.us/398/Fire-and-EMS-Agencies,-79.41511238,37.90528273,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51163,Rockbridge County
2208,5.1163E+13,Walker's Creek Fire and EMS,3964 Walker's Creek Rd,Middlebrook,VA,24459,540-348-5105,https://www.co.rockbridge.va.us/398/Fire-and-EMS-Agencies,-79.35793458,37.99496,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51163,Rockbridge County
2209,5.1159E+13,"Richmond County Volunteer Fire Department, Station 1",127 Pine St,Warsaw,VA,22472,(804) 333-3752,https://www.facebook.com/RCVFDFundraising/about,-76.75361114,37.95861617,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51159,Richmond County
2210,5.1159E+13,"Richmond County Volunteer Fire Department, Station 2",394 N Farnham Church Rd,Farnham,VA,22460,(804) 333-3752,https://www.facebook.com/RCVFDFundraising/about,-76.62506614,37.8836461,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51159,Richmond County
2211,5.1159E+13,"Richmond County Volunteer Fire Department, Station 3 Newland",587 County Bridge Rd,Warsaw,VA,22472,(804) 333-3752,https://www.facebook.com/RCVFDFundraising/about,-76.85283385,38.04120209,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51159,Richmond County
2212,5.1159E+13,Richmod County EMS,152 Community Park Dr,Warsaw,VA,22572,(804) 333-5099,https://co.richmond.va.us/departments/county-administration/emergency-services/contact-emergency-services,-76.74695093,37.96279797,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51159,Richmond County
2213,5.1159E+13,Richmond County Department of Emergency Services,152 Community Park Dr,Warsaw,VA,22572,(804) 333-5099,https://co.richmond.va.us/departments/county-administration/emergency-services/contact-emergency-services,-76.74695093,37.96279797,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51159,Richmond County
2214,5.176E+13,"Richmond, Fire Station 01",308 N. 24th St.,Richmond,VA,23223,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.41957799,37.53257285,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2215,5.176E+13,"Richmond, Fire Station 05",324 W. Leigh St.,Richmond,VA,23220,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.44301548,37.55096523,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2216,5.176E+13,"Richmond, Fire Station 06",138 S. Jefferson St.,Richmond,VA,23220,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.44772702,37.54265548,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2217,5.176E+13,"Richmond, Fire Station 08",1018 Williamsburg Rd.,Richmond,VA,23231,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.40414856,37.5148703,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2218,5.1165E+13,Bergton Volunteer Fire Company,18140 Crab Run Road,Bergton,VA,22811,(540) 852-3388,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.95200985,38.78063633,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2219,5.1165E+13,Bridgewater Volunteer Fire Company,304 North Main Street,Bridgewater,VA,22812,(540) 828-3121,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.9735768,38.38416116,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2220,5.1165E+13,Bridgewater Volunteer Rescue Squad,10 Volunteer Drive,Bridgewater,VA,22812,(540) 828-3395,https://www.rockinghamcountyva.gov/566/Volunteer-Rescue-Squads,-78.9497521,38.37549922,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2221,5.1165E+13,Broadway Volunteer Fire Company,117 North Central Street,Broadway,VA,22815,(540) 896-5101,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.79771225,38.61343596,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2222,5.1165E+13,Broadway Emergency Squad,525 South Main Street,Broadway,VA,22815,(540) 896-7995,https://www.rockinghamcountyva.gov/566/Volunteer-Rescue-Squads,-78.8014571,38.60181212,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2223,5.1165E+13,Clover Hill Volunteer Fire Company,2100 Clover Hill Road,Dayton,VA,22821,(540) 879-9930,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-79.02639518,38.45940483,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2224,5.1165E+13,Clover Hill Volunteer Rescue Squad,2100 Clover Hill Road,Dayton,VA,22821,(540) 879-9930,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-79.02639518,38.45940483,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2225,5.1165E+13,Elkton Emergency response station,14171 Spotswood Trail,Elkton,VA,22827,(540) 405-0006,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.66146072,38.40266595,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2226,5.1165E+13,Elkton Emergency Response Station,20871 Blue and Gold Drive,Elkton,VA,22827,(540) 405-0006,https://www.rockinghamcountyva.gov/566/Volunteer-Rescue-Squads,-78.6129352,38.40508332,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2227,5.1165E+13,Grottoes Volunteer Fire Company,109 3rd Street,Grottoes,VA,24441,(540) 249-5911,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.82461161,38.26148072,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2228,5.1165E+13,Grottoes Volunteer Rescue Squad,805 Augusta Ave,Grottoes,VA,24441,(540) 249-5787,https://www.rockinghamcountyva.gov/566/Volunteer-Rescue-Squads,-78.81687281,38.26641625,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2229,5.1165E+13,McGaheysville Volunteer Fire Company,80 Stover Drive,McGaheysville,VA,22840,(540) 289-5318,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.72907827,38.37681886,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2230,5.1165E+13,"Harrisonburg, Hose Company 4",2654 Port Republic Road,Harrisonburg,VA,22801,(540) 433-1389,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.85945687,38.39661978,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51165,Rockingham County
2231,5.1165E+13,Singers Glenn Volunteer Fire Company,9410 Singers Glen Road,Singers Glen,VA,22850,(540) 833-6622,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.91942814,38.54814537,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2232,5.1165E+13,Singers Glen Volunteer Rescue Squad,9405 Singers Glen Road,Singers Glen,VA,22850,(540) 833-4310,https://www.rockinghamcountyva.gov/566/Volunteer-Rescue-Squads,-78.92007975,38.54856907,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2233,5.1165E+13,Timberville Volunteer Fire Company,217 South Main Street,Timberville,VA,22853,(540) 896-9151,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.77466561,38.63458918,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51165,Rockingham County
2234,5.1165E+13,"Bergton Station, Broadway Emergency Squad",18140 Crab Run Road,Bergton,VA,22811,(540) 852-3388,https://www.rockinghamcountyva.gov/565/Volunteer-Fire-Companies,-78.95200985,38.78063633,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51165,Rockingham County
2235,5.166E+13,Rockingham County Fire and Rescue Department,20 E Gay St,Harrisonburg,VA,22801,(540) 564-3175,https://www.rockinghamcountyva.gov/234/Fire-Rescue,-78.86653818,38.45447055,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51660,Harrisonburg City
2236,5.177E+13,"Roanoke, Historic Station 1","13 East Church Ave., SE",Roanoke,VA,24011,540-853-2327,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.93996899,37.27039604,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2237,5.177E+13,Roanoke - Blacksburg Regional Airport Fire Department,5129 Aviation Dr NW,Roanoke,VA,24012,540.362.1999,https://www.flyroa.com/,-79.97756746,37.32906102,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51770,Roanoke City
2238,5.177E+13,"Roanoke, Station 1","704 Franklin Rd., SW",Roanoke,VA,24011,540-853-2329,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.9457904,37.26718496,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2239,5.177E+13,Roanoke Fire-EMS Administration,"713 Third St., SW",Roanoke,VA,24016,540-853-2328,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.94557366,37.26727839,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51770,Roanoke City
2240,5.177E+13,"Roanoke, Station 2","55 Noble Ave., NE",Roanoke,VA,24012,540-853-2330,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.93747185,37.28930292,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2241,5.177E+13,Roanoke Emergency Medical Services,"374 Day Ave., SW",Roanoke,VA,24016,540-853-2340,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.94813635,37.26776253,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51770,Roanoke City
2242,5.177E+13,"Roanoke, Station 14","1061 Mecca St., NE",Roanoke,VA,24012,540-853-2339,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.90060372,37.29461884,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2243,5.177E+13,"Roanoke, Station 13","4330 Appleton Ave., NW",Roanoke,VA,24017,540-853-2338,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-80.0063822,37.30730398,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2244,5.177E+13,"Roanoke, Station 11","2264 Bennington St., SE",Roanoke,VA,24013,540-853-2337,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.91657383,37.25065164,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2245,5.177E+13,"Roanoke, Station 8","2328 Crystal Springs Ave., SW",Roanoke,VA,24014,540-853-2336,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.9477925,37.24663058,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2246,5.177E+13,"Roanoke, Station 7","1742 Memorial Ave., SW",Roanoke,VA,24014,540-853-2335,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.97389403,37.2661373,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2247,5.177E+13,Carilion Clinic Patient Transportation,431 MCCLANAHAN STREET,Roanoke,VA,24014,-,-,-79.94905312,37.25175452,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51770,Roanoke City
2248,5.177E+13,"Roanoke, Station 6","1333 Jamison Ave., SE",Roanoke,VA,24013,540-853-2334,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.92018065,37.27135019,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2249,5.177E+13,"Roanoke, Station 5","1920 Orange Ave., NW",Roanoke,VA,24017,540-853-2333,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.96881345,37.28580901,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2250,5.177E+13,"Roanoke, Station 4","3763 Peters Creek Rd., SW",Roanoke,VA,24018,540-853-2332,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-80.01036369,37.26740832,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2251,5.177E+13,"Roanoke, Station 3","4803 Williamson Rd., NW",Roanoke,VA,24012,540-853-2331,https://www.roanokeva.gov/1841/Roanoke-Fire-EMS-Stations,-79.95357021,37.31548641,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51770,Roanoke City
2252,5.1015E+13,Augusta Health Transportation Services,173 Medical Center Circle,Fishersville,VA,22939,-,-,-78.98720359,38.09588599,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51015,Augusta County
2253,5.176E+13,"Richmond, Fire Station 10",900 Hermitage Rd.,Richmond,VA,23220,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.46069167,37.5599493,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2254,5.176E+13,Richmond Volunteer Rescue Squad,1802 Chantilly St,Richmond,VA,23220,(804) 359-3590,https://rvarescue.org/,-77.49247946,37.58002243,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51760,Richmond City
2255,5.176E+13,"Richmond, Fire Station 11",1235 N. 28th St.,Richmond,VA,23223,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.40799066,37.53827195,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2256,5.176E+13,"Richmond, Fire Station 12",2223 W. Cary St.,Richmond,VA,23220,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.47012376,37.54924274,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2257,5.176E+13,"Richmond, Fire Station 13",411 E. Commerce Rd.,Richmond,VA,23224,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.43774982,37.51853945,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2258,5.176E+13,Richmond Fire & Emergency Services Department,201 E Franklin St,Richmond,VA,23219,(804) 646-5100,https://www.rva.gov/index.php/fire-emergency-services,-77.44175259,37.54267009,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51760,Richmond City
2259,5.176E+13,"Richmond, Fire Station 14",2932 Hawthorne Ave.,Richmond,VA,23222,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.44392417,37.57183832,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2260,5.176E+13,"Richmond, Fire Station 15",2614 First Ave.,Richmond,VA,23222,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.42112899,37.56664889,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2261,5.176E+13,"Richmond, Fire Station 16",3901 Chamberlayne Ave.,Richmond,VA,23227,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.44754206,37.58847185,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2262,5.176E+13,"Richmond, Fire Station 17",2211 Semmes Ave.,Richmond,VA,23225,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.45651857,37.52142908,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2263,5.176E+13,"Richmond, Fire Station 18",412 N. Thompson St.,Richmond,VA,23221,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.48493638,37.56220266,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2264,5.176E+13,"Richmond, Fire Station 19",311 Maple Ave.,Richmond,VA,23226,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.51941188,37.57368263,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2265,5.176E+13,"Richmond, Fire Station 20",4715 Forest Hill Ave.,Richmond,VA,23225,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.48705995,37.521003,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2266,5.176E+13,"Richmond, Fire Station 21",2505 Richmond Hwy.,Richmond,VA,23234,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.44486592,37.4878675,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2267,5.176E+13,"Richmond, Fire Station 22",2420 Broad Rock Blvd.,Richmond,VA,23224,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.47867356,37.4836832,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2268,5.176E+13,"Richmond, Fire Station 23",495 LaBrook Concourse,Richmond,VA,23224,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.50884781,37.49894496,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2269,5.176E+13,"Richmond, Fire Station 24",7400 Forest Hill Ave.,Richmond,VA,23225,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.53308359,37.53718581,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2270,5.176E+13,"Richmond, Fire Station 25",8800 W. Huguenot Rd.,Richmond,VA,23235,(804) 646-2500,https://www.rva.gov/fire-emergency-services/operations,-77.56007787,37.53910807,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51760,Richmond City
2271,5.176E+13,Richmond Ambulance Authority,2400 Hermitage Road,Richmond,VA,23220,804-254-1150,https://raaems.org/,-77.46069731,37.56538763,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51760,Richmond City
2272,5.18E+13,"Suffolk, Station 10 Driver",4869 Bennets Pasture Rd,Suffolk,VA,23435,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.505906,36.83765981,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2273,5.18E+13,"Suffolk, Station 06",300 Kings Fork Road,Suffolk,VA,23434,757-514-4550,https://www.suffolkva.us/220/Fire-Rescue,-76.5935474,36.78715935,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2274,5.155E+13,"Fast Track Ems, Llc",1140 KEMPSVILLE RD,Chesapeake,VA,23320,757-347-1226,https://fasttrackems.com/,-76.20330443,36.75724892,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51550,Chesapeake City
2275,5.1171E+13,Woodstock Volunteer Rescue Squad,132 West Reservoir Road,Woodstock,VA,22664,540-459-4231,https://scfr.net/volunteeragencies.html,-78.51979837,38.86827015,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51171,Shenandoah County
2276,5.1171E+13,Toms Brook Volunteer Fire Department,3342 Main Street,Toms Brook,VA,22660,540-436-9400,https://scfr.net/volunteeragencies.html,-78.44062387,38.94561324,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51171,Shenandoah County
2277,5.1171E+13,Shenandoah County Fire and Rescue Department,"600 N. Main Street, Suite 109",Woodstock,VA,22664,540-459-6197,https://scfr.net/volunteeragencies.html,-78.4989315,38.88861711,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51171,Shenandoah County
2278,5.1171E+13,Woodstock Fire Department,121 West Court Street,Woodstock,VA,22664,540-459-3242,https://scfr.net/volunteeragencies.html,-78.50627818,38.88205141,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51171,Shenandoah County
2279,5.1171E+13,Conicville Volunteer Fire Departmen,763 Conicville Road,Mt Jackson,VA,22842,540-477-2787,https://scfr.net/volunteeragencies.html,-78.67714006,38.82777217,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51171,Shenandoah County
2280,5.1171E+13,Fort Valley Volunteer Fire Department,7088 Fort Valley Road,Fort Valley,VA,22652,540-933-6500,https://scfr.net/volunteeragencies.html,-78.41590146,38.84409466,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51171,Shenandoah County
2281,5.1171E+13,Edinburg Volunteer Fire Company,200 Stoney Creek Boulevard,Edinburg,VA,22824,540-984-4322,https://scfr.net/volunteeragencies.html,-78.56717426,38.82342146,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51171,Shenandoah County
2282,5.1171E+13,Orkney Springs Fire and Rescue Inc.,922 Orkney Grade,Basye,VA,22810,540-856-2990,https://scfr.net/volunteeragencies.html,-78.79989983,38.80374536,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51171,Shenandoah County
2283,5.1171E+13,Mt Jackson Rescue and Fire Company,6044 Main Street,Mt Jackson,VA,22842,540-477-2510,https://scfr.net/volunteeragencies.html,-78.64208774,38.74324371,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51171,Shenandoah County
2284,5.1171E+13,New Market Volunteer Fire and Rescue,9771 South Congress,New Market,VA,22844,540-740-8904,https://scfr.net/volunteeragencies.html,-78.67910009,38.63869644,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51171,Shenandoah County
2285,5.1171E+13,Strasburg Fire Department,163 East King Street,Strasburg,VA,22657,540-465-3945,https://scfr.net/volunteeragencies.html,-78.36065227,38.98917804,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51171,Shenandoah County
2286,5.1171E+13,Strasburg Volunteer Rescue Squad,156 East Washington Street,Strasburg,VA,22657,540-465-8272,https://scfr.net/volunteeragencies.html,-78.36048632,38.98980767,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51171,Shenandoah County
2287,5.18E+13,"Suffolk, Station 01",400 Market Street,Suffolk,VA,23434,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.58593115,36.73117941,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2288,5.18E+13,Nansemond-Suffolk Volunteer Rescue Squad,428 Market St.,Suffolk,VA,23434,757-539-6870,https://www.nsvrs.org/,-76.58824254,36.73134345,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51800,Suffolk City
2289,5.18E+13,"Suffolk, Station 03",1001 White Marsh Road,Suffolk,VA,23434,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.57008176,36.72263214,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2290,5.18E+13,"Suffolk, Station 04",837 Lake Kilby Road,Suffolk,VA,23434,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.62434642,36.75064036,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2291,5.18E+13,"Suffolk, Station 05 Bennett's Creek",3901 Bridge Road,Suffolk,VA,23435,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.45464141,36.86195876,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2292,5.18E+13,Suffolk Fire and Rescue Department,300 Kings Fork Road,Suffolk,VA,23434,757-514-4550,https://www.suffolkva.us/220/Fire-Rescue,-76.5935474,36.78715935,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51800,Suffolk City
2293,5.18E+13,"Suffolk, Station 09 Chuckatuck",300 Kings Highway,Suffolk,VA,23432,757-514-4550,https://www.suffolkva.us/1313/Fire-Stations,-76.57118376,36.86044381,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire & EMS,Agency,51800,Suffolk City
2294,5.1181E+13,Claremont Volunteer Fire Department,1261 Spring Grove Rd,Spring Grove,VA,23881,-,https://www.surrycountyva.gov/163/Emergency-Services,-76.96907918,37.186142,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51181,Surry County
2295,5.1181E+13,Dendron Volunteer Fire Department,3325 Rolfe HWY,Dendron,VA,23839,-,https://www.surrycountyva.gov/163/Emergency-Services,-76.92770596,37.0491218,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51181,Surry County
2296,5.1181E+13,Surry Volunteer Fire Department,25 Bank Street,Surry,VA,23883,-,https://www.surrycountyva.gov/163/Emergency-Services,-76.83460095,37.13244208,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,Agency,51181,Surry County
2297,5.1181E+13,Surry Nuclear Power Station,5570 Hog Island Road,Surry,VA,23883,-,-,-76.70064188,37.163662,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51181,Surry County
2298,5.1181E+13,Surry County Emergency Services Department,45 School Street,Surry,VA,23883,757-294-5292,https://www.surrycountyva.gov/163/Emergency-Services,-76.83489659,37.13399539,AP,2023/12/01 00:00:00+00,Emergency Services Points,Emergency Services HQ,Agency,51181,Surry County
2299,5.1181E+13,Surry County EMS,45 School Street,Surry,VA,23883,757-294-5292,https://www.surrycountyva.gov/163/Emergency-Services,-76.83489659,37.13399539,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,Agency,51181,Surry County
2300,5.1173E+13,Saltville Volunteer Rescue Squad,126 Battleground Ave,Saltville,VA,24318,276-496-4531,https://www.facebook.com/saltvillerescuesquad/about,-81.75166428,36.89468569,AP,2023/12/01 00:00:00+00,Emergency Services Points,EMS,VDHEMS,51173,Smyth County
2301,5.1173E+13,Saltville Volunteer Fire Department,312 Palmer Ave,Saltville,VA,24318,276-496-7113,-,-81.76521535,36.87801906,AP,2023/12/01 00:00:00+00,Emergency Services Points,Fire,VDFP,51173,Smyth County
